user	tweets	stance	stance (A2)		
4943	European Union Act 2011- Requires a referendum in all new treaties eg Turkey membership #strongerin #remain #Brexit https://t.co/clpLmiecof  |  RT @weareeuropeuk very good reasons to stay IN. #StrongerIn #Remain https://t.co/3Py8b2urSI  |  Let's focus on voting #Remain and build confidence https://t.co/uRaerMqEeL  |  #Brexit is a leap into a dark hole without knowing what is inside each with different vision. #Remain #StrongerIn https://t.co/tDde6IQWuX  |  Leaving the EU discovering that trade deals take 5-10 years &amp; wrecking our economy that's patriotic? #brexit #Remain https://t.co/3W5vBqOCjU  |  At last #brexit name the EU regulations that is so terrible that they want to leave the #leaveEU #StrongerIn #Remain https://t.co/IbT9Uwkmdt  |  @GeorgePeretzQC @normanlamb email received this AM from NHS confirming In contact with #VoteLeave to remove unauthorised use of trademark  |  And please remember that we are all #StrongerIn  https://t.co/2mcr61dmRh  |  The UK can't trust #Brexit Boris The referendum is not a joke it is about the future of the UK #Remain #StrongerIn https://t.co/7oilq6xn46  |  Future is forwards as part of the largest trading block in the world not back to the insular 1972 UK #brexit #Remain https://t.co/auE0AuuJgx  |  #Brexit the movie, and what's wrong with what it says on FISH: #StrongerIn https://t.co/djbPxLfREV  |  Spain would if it includes Gibraltar. That is why we need to #Remain https://t.co/0erYWgVPTD  |  Hi there workers! Vote Leave don't care about your rights and freedoms. Don't be fooled into Brexit #StrongerIn EU  https://t.co/xKXRTHwL8B  |  People like Boris Johnson who say pound won't fall on #Brexit &amp; to say otherwise is #ProjectFear just showing ignorance of financial markets  |  Great to see 171 academics from @RoyalHolloway supporting #Remain for the #EUref! @StrongerInRHUL https://t.co/q6mEcGgj2T  |  Brexit-ers are casual about evidence and ideas. Letting them run Britain is a big risk. https://t.co/O0S4AKOo1B Don't be fooled. #StrongerIn  |  It has taken many years to achieve peace in Northern Ireland #LeaveEU with no exit plan want to risk it   #Brexit https://t.co/7S1OE6GSU2  |  If official, Vote Leave should apologise for these posters &amp; withdraw them. Divisive and unjustifiable #StrongerIn https://t.co/yDDnQPnmkx  |  @polnyypesets @CllrKennedy #LeaveEU know the world has changed and  whether we like it or not people will move around !  |  The Patriotic duty is not to wreck Britain's economy and empower  ones self but to make it work  We Are #StrongerIn https://t.co/sFDGnhoJDL  |  Any such powers will be subject to a referendum according to European Union Act 2011 #strongerin #remain https://t.co/ooAwPFRMbX  |  Gove clearly very excited at having Rupert #Brexit Murdoch behind him  The U.K. Is #StrongerIn Europe   #InorOut https://t.co/D7GBUiO9ga  |  @Peston @polnyypesets just like steelworks recently? EU has done more to support Port Talbot than the government #StrongerIN  |  #EUref #Brexit #Remain #Leave @StrongerIn @ConservativesIN @UKLabourIN @polnyypesets https://t.co/BzdoN8ulFO  |  These are not the British people's friends! Would a friend do this?! #NOBREXIT#StrongerIn #undecided #VoteRemain! https://t.co/IkNPKR6qqn  |  I'm over 60 voting #Remain I appeal to young people registering for EUvote is essential Don't let over 60s voting #Brexit define YOUR future  |  Just gonna leave this here.. #VoteRemain #StrongerIn https://t.co/Uwybk3aPaW  |  Eddie Izzard pointing out @Nigel_Farage is the progeny of immigrants. #Remain #StrongerIn  |  Freedom to study, work, live, retire throughout the EU. World's richest single market #oureupassport #StrongerIN https://t.co/FHuQuPBG34  |  Strongly recommend Remainers &amp; any plain scared about Brexit/UKIP get out &amp; campaign. This is huge. #euref #Remain https://t.co/hHKHnJUZhO  |  Young voters! Latest: 70% age 18-24 Remain 64%           55 + Brexit U HAVE to vote or those it will affect least decide #EUref  #Votin  RT  |  @ivanwhite48 @polnyypesets ?? None of this makes any sense, at all. #VoteRemain  |  Pro Brexit economist Patrick Minford has confirmed this to be the likely scenario.   #StrongerIn https://t.co/TDJyLy3oIV  |  @chrisamdorble @sizjam68 @polnyypesets completely agree, but there are some of us older voters who see sense! #VoteRemain  |  @RCorbettMEP great interview on #bbcsp making strong case to #VoteRemain #StrongerIn https://t.co/W0E73jfrXP  |  A potted history of the #EU debate in the UK.  #EUref - #StrongerIn - (Down with) #Brexit https://t.co/AYQyC1QuLH  |  #VoteRemain so MEPs like @CharlesTannock can carry on kicking ass in the @Europarl_EN  |  #VoteRemain so MEPs like @SebDance can carry on kicking ass in the @Europarl_EN  |  #VoteRemain so MEPs like @RCorbettMEP can carry on kicking ass in the @Europarl_EN  |  #VoteRemain so MEPs like @catherinemep can carry on kicking ass in the @Europarl_EN  |  #VoteLeave &amp; UKIP now claim it's all over &amp; won 😲 Come on young voters, decent people. ONE WEEK to stop a victory for Xenophobia. RT #EUref  |  @OxPolBlog @polnyypesets #Remain  |  This vote is about Great Britain versus Little Britain #VoteRemain not #Brexit  |  Great day campaigning on #SouthBank today - lots of 👍👍 for #StrongerIN! Stickers &amp; posters in high demand! 😀 #EUref https://t.co/CXVxeRbuxy  |  @vote_leave Disgusted with leave campaign, disgusted with Dimbleby, . Shameful #StrongerTogether  |  Remain use "dodgy statistics" but, leave campaign have resorted to dishonesty on an "industrial scale": https://t.co/lHVYWUz3Ae #newsnight  |  Perfectly clear to me. #voteremain https://t.co/sTCJ6nBKhy  |  No, it's the UK Supreme Court. ECJ relies on its cooperation within scope of EU law. #VoteRemain  https://t.co/l647MrbB74  |  Think about it - University and Science sectors are overwhelmingly #Remain - we need a knowledge economy https://t.co/1epDTtcAbF  |  @montie re. denominator #StrongerIn  https://t.co/Nykvfyn6VO  |  Really enthusiastic volunteers &amp; lots of voters saying we're #StrongerIn in #Liverpool this evening! https://t.co/jEJXEIGAh0  |  We are #strongerin 🇬🇧💪🏼🇪🇺 #voteremain.. https://t.co/SQU1b0Qnf4  |  #StrongerIn volunteers in #Birmingham have been campaigning with local MP @jessphillips today https://t.co/00akYRa9YB  |  Yup. What cheaper food @andrealeadsom and @Arron_banks ?  And how does this work with a lower pound?  #LeaveLies  https://t.co/DthbRRgI7e  |  0.0003% of the population have voted for our next Prime Minister. Vote leave, lose control. #Bregret #brexit #notinourname #wearethe48	-1	-1		
1563	@NicolaSturgeon a true leader. Pragmatic &amp; crystal clear. Scot has right to hold #indyref2 #WhatHaveWeDone #brexit  https://t.co/Vl3YuqKTMp	-1	-1		
673	Is Immigration Really a Big Issue? #Brexit #StrongerIn #EUref #EUreferendum  https://t.co/uhykYeu67g https://t.co/k3kE4SlqIN  |  This is very interesting! Vote leave - bailouts for rich, austerity for not rich! Vote stay - same thing! #EUref https://t.co/w2KVhQ98rd  |  "Financial Sector Socialism" - an #EUref perspective... Please RT https://t.co/zmF0MwmtMc #Remain #politics #economy https://t.co/CJM9aDFddF  |  This makes me think #Brexit is a very real possibility: https://t.co/zmF0MwmtMc #QuestionTime #financialmarkets #economics #politics #EUref  |  #ECB and #BankOfEngland commit to rescue the banks and screw everyone else in the event of Brexit #EUref #Remain https://t.co/kqtVlzTB2h  |  Financial Sector Socialism - an #EUref Perspective https://t.co/zmF0MwmtMc #FMQs #bbcqt #Remain #Brexit #Europe #EU https://t.co/R9cuit39S6  |  The Global Financial System: The Elephant in Every Room https://t.co/FMo49m2RK7 #ECB #BoE #EUref #politics #blogging https://t.co/xZLbTujTye  |  Whether you are #Remain or #Leave you should read the logic behind this guy's conclusion #EUref  https://t.co/waqKX9X8GS  |  Attack of the Blairities: Labour PFI Assault on the NHS https://t.co/yo5vZGQELl #LabourCoup #ChickenCoup #Blairites https://t.co/4nkB8jBzlk	-1	-1		
4823	Merkel has openly admitted in Germany that she wants EU to have power to veto budgets of national govts #Brexit #euref	0	1		
600	@ianlee1 but Alex Salmond was best tonight (in my opinion) #BBCDebate #VoteRemain #VoteStay #HowShouldIVote  |  I do think the audience for Farage seemed to be more professional, for Cameron normal members of the public? #ITVEURef  |  I just joined the #LabourParty. I support #JeremyCorbyn. He is unpretentious, respectful and determined. #JC4PM https://t.co/b9l4iLzMbz  |  The largest support for #remain came from #labour voters. In absolute numbers...	-1	-1		
3225	I'm Belgian and I endorse #Brexit  because we can be united only in freedom, sovereignty and rule of law. #VoteLeave https://t.co/Nskl9BmahM  |  The President of Iceland says #Brexit is good news and offers great opportunities for both Iceland and Britain.  https://t.co/mOTuN68qAX	1	1		
2135	.@thetimes endorses #remain #strongerin due to "economic perils of #brexit" #noeconomicplan	-1	-1		
6483	#LabourIn #StrongherTogether #undecided #VoteRemain https://t.co/An2j85I4Y8	0	-1		
613	Very impressive performance by Andrea Leadsom and Gisella Stewart @ITVDebate  #ITVEURef  |  Lot of women on Twitter responding very positively to @andrealeadsom , quite rightly  #ITVEURef  |  #bbcqt Australia has EXACTLY the number &amp; quality of migrants it WANTS &amp; NEEDS because it makes its own laws.  |  “Please #VoteLeave on Thursday, because we'll never get this chance again” https://t.co/euFSajGZGT  |  German CBI wants free trade agreement with UK should it leave tomorrow. Blows away everying #Remain has been saying. #Voteleave  |  The President of Iceland says #Brexit is good news and offers great opportunities for both Iceland and Britain.  https://t.co/mOTuN68qAX	1	1		
1559	Partnerships are good. Support @Irish4Europe to continue our link with  EU by voting to #remain #in #Europe https://t.co/Qb1RfmTdnt  |  WATCH: Bob Geldof says don't forget to register for #EUref #EURefReady https://t.co/FoiUTSKVKs https://t.co/JZnqUg8H2W	-1	-1		
4275	#Labour Tony Benn's 5 questions applicable whether #UK should stay in #EU or #Brexit #VoteLeave EU democracy over UK https://t.co/ebwyzjbSAP  |  True statement on EU in a cartoon, are the masses brave enough to ignore #ProjectFear and #VoteLeave #EUref #inorout https://t.co/oahzyKiLNQ  |  Oh Wow the things we are Not Told  #Brexit #VoteLeave #TakeControl   https://t.co/549HaVlWiy  |  On 23rd #VoteLeave - letter in local paper sums up bureaucracy of EU. @BorisJohnson @LouiseMensch @DouglasCarswell https://t.co/x21CeRoR94  |  " I regret signing Downing Street letter" says top military brass #voteleave https://t.co/klkbJeUC8h	1	1		
4251	@pollypreston Yes you are right but my gut feeling has always been we must #LeaveEU &amp; repair our nation In order to be fair &amp; free England	1	1		
3510	Farage squirming on #BBCR4today and failing to even begin to defend his xenophobic lying poster  |  Leave are happy to bank the taxes paid by migrant workers but voted against the extra services needed to supports those workers #BBCDebate  |  Britain and the LGBT community are stronger in Europe.   #VoteRemain #StrongerIn #votein https://t.co/ae3KrFobhm	-1	-1		
393	Hundreds Of EU Referendum Postal Voting Packs Go Missing https://t.co/Q4tdqUr5wE   #lbc #brexitthemovie #voteleave #marr #marrshow  |  51% of nurses voted for #Brexit in nursing times. I don't suppose Flaky Wollaston talks to many of them.  #BBCDebate  |  *BREAKING* Baroness Warsi announces she's joining the #Brexit campaign due to the way the #Remain campaign was run	1	1		
3413	Did Dave just suggest that Leavers are just a bunch of Ukippers? Ignorant! @KateHoeyMP @BorisJohnson @patel4witham #VoteLeave #ITVEURef  |  53 YEARS IN THE CITY: David Buik blasts Remain's scaremongering and says #VoteLeave  https://t.co/jrNAPkpLqW https://t.co/ASuemx0bYg  |  #eu #leave #remain https://t.co/dyA4Ryxh2i  |  LIVE EU REFERENDUM POLL:  Remain 16%, Undecided 3%, Leave 81% #EUref https://t.co/9AKIPaCIeU #lbc voteleave #hartlepool #sunderland #wales  |  @bushman1951 @gemcch @CyberUKIPper #VoteLeave to take back control and send a tidal wave of freedom across the #EU #Brexit  |  @bushman1951 @gemcch @CyberUKIPper  https://t.co/kekaqvcUpG #Brexit #VoteLeave	1	1		
3688	I'm Belgian and I endorse #Brexit  because we can be united only in freedom, sovereignty and rule of law. #VoteLeave https://t.co/FkmkOUXZ4y	1	1		
1554	Polls have closed for the #EUref and thank you to all in #Scotland who Voted Remain to make our voice heard https://t.co/i5QSft3RDe	-1	-1		
7011	UK done it first and UK done and does it better  stuff the EU! #VoteLeave #Brexit @CllrBSilvester @sheralynlouise https://t.co/rK8BQILKw0  |  Every word uttered by Nicola Sturgeon is down right hypocrisy. She's a narrow minded Little Scotlander. #ITVEURef https://t.co/2jLFYOA6GX  |  I'm one of the "young people", and I want to live in a self-governing, outward-facing democracy of hope. #VoteLeave #TakeControl  |  Sadiq Khan "Turkey is not set to join EU" why are we paying all that money to help them do so then? #VoteLeave #BBCDebate  |  Ahhh..it's on the gov.uk website: https://t.co/zkZVDbS2Kf #VoteLeave #bbcdebate  |  Just brilliant, let's fly the coop. #Brexit #VoteLeave full video here: https://t.co/Ex9S7nHI0x https://t.co/pOjCG9INbe  |  Anyone noticed #LabourInForBritain are relying on promoted Tweets, just the same on Facebook, seems the real left have deserted #VoteLeave  |  BREAKING: UK population increases by half a million in 12 months: #VoteLeave today to #TakeControl of our borders https://t.co/xk0aZ4uWLA	1	1		
7013	Polls have closed for the #EUref and thank you to all in #Scotland who Voted Remain to make our voice heard https://t.co/i5QSft3RDe	-1	-1		
